400,State,WI,Single,0,0.0765
401,State,WI,Joint,16160,0.0354
402,State,WI,Joint,32330,0.0465
403,State,WI,Joint,355910,0.0627
404,State,WI,Joint,0,0.0765
405,State,WY,None,0,0
406,State,DC,Single,10000,0.04
407,State,DC,Single,40000,0.06
408,State,DC,Single,60000,0.065
409,State,DC,Single,350000,0.085
410,State,DC,Single,1000000,0.0875
411,State,DC,Single,0,0.0895
412,State,DC,Joint,10000,0.04
413,State,DC,Joint,40000,0.06
414,State,DC,Joint,60000,0.065
415,State,DC,Joint,350000,0.085
416,State,DC,Joint,1000000,0.0875
417,State,DC,Joint,0,0.0895
